batch,total_loss,img_recall_loss,text_loss,weight_ce_loss
11400,0.045114196836948395,0.0,0.0,0.045114196836948395
11500,0.019999999552965164,0.0,0.0,0.019999999552965164
11600,0.032723117619752884,0.0,0.0,0.032723117619752884
11700,0.0457206666469574,0.0,0.0,0.0457206666469574
11800,0.019999999552965164,0.0,0.0,0.019999999552965164
11900,0.03161463886499405,0.0,0.0,0.03161463886499405
12000,0.04488484561443329,0.0,0.0,0.04488484561443329
12100,0.019999999552965164,0.0,0.0,0.019999999552965164
12200,0.032111357897520065,0.0,0.0,0.032111357897520065
12300,0.04504035413265228,0.0,0.0,0.04504035413265228
12400,0.019999999552965164,0.0,0.0,0.019999999552965164
12500,0.03163319081068039,0.0,0.0,0.03163319081068039
12600,0.04502435028553009,0.0,0.0,0.04502435028553009
12700,0.019999999552965164,0.0,0.0,0.019999999552965164
12800,0.03158529847860336,0.0,0.0,0.03158529847860336
12900,0.04672115296125412,0.0,0.0,0.04672115296125412
13000,0.019999999552965164,0.0,0.0,0.019999999552965164
13100,0.03188919275999069,0.0,0.0,0.03188919275999069
13200,0.0946921557188034,0.0,0.0,0.0946921557188034
13300,0.019999999552965164,0.0,0.0,0.019999999552965164
13400,0.043340228497982025,0.0,0.0,0.043340228497982025
13500,0.08437685668468475,0.0,0.0,0.08437685668468475
13600,0.019999999552965164,0.0,0.0,0.019999999552965164
13700,0.03199198842048645,0.0,0.0,0.03199198842048645
13800,0.04558320343494415,0.0,0.0,0.04558320343494415
13900,0.019999999552965164,0.0,0.0,0.019999999552965164
14000,0.032122403383255005,0.0,0.0,0.032122403383255005
14100,0.045052580535411835,0.0,0.0,0.045052580535411835
14200,0.019999999552965164,0.0,0.0,0.019999999552965164
14300,0.03248012810945511,0.0,0.0,0.03248012810945511
14400,0.04527800530195236,0.0,0.0,0.04527800530195236
14500,0.019999999552965164,0.0,0.0,0.019999999552965164
14600,0.03231703117489815,0.0,0.0,0.03231703117489815
14700,0.046082526445388794,0.0,0.0,0.046082526445388794
14800,0.019999999552965164,0.0,0.0,0.019999999552965164
14900,0.0322742834687233,0.0,0.0,0.0322742834687233
15000,0.044998444616794586,0.0,0.0,0.044998444616794586
15100,0.019999999552965164,0.0,0.0,0.019999999552965164
15200,0.031626809388399124,0.0,0.0,0.031626809388399124
15300,0.045032814145088196,0.0,0.0,0.045032814145088196
15400,0.019999999552965164,0.0,0.0,0.019999999552965164
15500,0.03193865716457367,0.0,0.0,0.03193865716457367
15600,0.05382861942052841,0.0,0.0,0.05382861942052841
15700,0.019999999552965164,0.0,0.0,0.019999999552965164
15800,0.03254811838269234,0.0,0.0,0.03254811838269234
15900,0.05742523819208145,0.0,0.0,0.05742523819208145
16000,0.019999999552965164,0.0,0.0,0.019999999552965164
16100,0.031824491918087006,0.0,0.0,0.031824491918087006
16200,0.045042119920253754,0.0,0.0,0.045042119920253754
16300,0.019999999552965164,0.0,0.0,0.019999999552965164
16400,0.03225981816649437,0.0,0.0,0.03225981816649437
16500,0.045060716569423676,0.0,0.0,0.045060716569423676
16600,0.019999999552965164,0.0,0.0,0.019999999552965164
