global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch,secondary_solver_batch
20900,0.000620,0.001059,0.003084,0.006958,0.001135,0.000999,0.001001,0.002097,0.002530,0.000664,0.000362,0.000365
21000,0.000579,0.000922,0.003075,0.006590,0.001136,0.000998,0.000997,0.002157,0.002216,0.000671,0.000342,0.000362
21100,0.000590,0.000887,0.003079,0.006021,0.001133,0.001000,0.001001,0.002128,0.002723,0.000678,0.000357,0.000356
21200,0.000553,0.000944,0.003075,0.006352,0.001126,0.000999,0.001000,0.002122,0.002299,0.000712,0.000327,0.000353
21300,0.000572,0.000958,0.003082,0.006977,0.001132,0.000997,0.000998,0.002120,0.002402,0.000643,0.000357,0.000356
21400,0.000575,0.000983,0.003070,0.007887,0.001145,0.000998,0.000995,0.002157,0.002495,0.000684,0.000380,0.000361
21500,0.000571,0.000920,0.003076,0.007354,0.001148,0.001000,0.000998,0.002108,0.002793,0.000661,0.000362,0.000351
21600,0.000639,0.000943,0.003076,0.007257,0.001139,0.001004,0.001000,0.002124,0.002742,0.000504,0.000385,0.000358
21700,0.000605,0.001048,0.003081,0.005863,0.001131,0.000996,0.001000,0.002164,0.002279,0.000654,0.000344,0.000356
21800,0.000625,0.000964,0.003082,0.006584,0.001134,0.000999,0.000998,0.002165,0.002294,0.000635,0.000343,0.000375
21900,0.000593,0.000950,0.003079,0.005995,0.001126,0.001000,0.001001,0.002151,0.002193,0.000562,0.000357,0.000348
22000,0.000597,0.000986,0.003084,0.007333,0.001146,0.000998,0.000996,0.002153,0.002214,0.000652,0.000360,0.000352
22100,0.000564,0.000940,0.003078,0.006544,0.001145,0.000997,0.001001,0.002118,0.002159,0.000698,0.000328,0.000355
22200,0.000695,0.000949,0.003075,0.006958,0.001132,0.001000,0.000999,0.002142,0.002741,0.000616,0.000356,0.000365
22300,0.000620,0.001028,0.003078,0.007074,0.001144,0.000998,0.000998,0.002128,0.002419,0.000650,0.000345,0.000366
22400,0.000639,0.001032,0.003078,0.007028,0.001126,0.000996,0.001000,0.002151,0.002711,0.000705,0.000340,0.000345
22500,0.000569,0.000955,0.003075,0.006775,0.001137,0.001001,0.000998,0.002127,0.002460,0.000658,0.000334,0.000355
22600,0.000598,0.000921,0.003078,0.006385,0.001150,0.001000,0.001001,0.002139,0.002685,0.000628,0.000341,0.000334
22700,0.000597,0.000997,0.003084,0.006967,0.001143,0.000997,0.000996,0.002123,0.002506,0.000676,0.000329,0.000372
22800,0.000582,0.000965,0.003086,0.005697,0.001146,0.000997,0.000999,0.002145,0.002581,0.000628,0.000370,0.000341
22900,0.000593,0.001011,0.003076,0.006646,0.001139,0.000999,0.001001,0.002167,0.002324,0.000629,0.000369,0.000356
23000,0.000617,0.000938,0.003077,0.006746,0.001161,0.000997,0.000998,0.002138,0.002258,0.000729,0.000334,0.000348
23100,0.000576,0.000926,0.003075,0.007356,0.001137,0.001001,0.001002,0.002127,0.002497,0.000703,0.000355,0.000352
23200,0.000569,0.000930,0.003076,0.005806,0.001141,0.000999,0.001001,0.002112,0.002461,0.000629,0.000343,0.000384
23300,0.000590,0.000902,0.003080,0.006973,0.001121,0.000998,0.000997,0.002217,0.002522,0.000721,0.000353,0.000347
23400,0.000580,0.001033,0.003080,0.006937,0.001149,0.001001,0.000995,0.002135,0.002616,0.000685,0.000336,0.000373
23500,0.000571,0.000996,0.003081,0.007172,0.001138,0.000997,0.001001,0.002122,0.002224,0.000678,0.000340,0.000369
23600,0.000573,0.000955,0.003076,0.006932,0.001132,0.001001,0.001000,0.002113,0.002066,0.000631,0.000329,0.000367
23700,0.000602,0.001030,0.003085,0.006039,0.001140,0.000998,0.000996,0.002116,0.002855,0.000593,0.000337,0.000363
23800,0.000585,0.000900,0.003077,0.007022,0.001120,0.001002,0.001000,0.002160,0.002284,0.000725,0.000366,0.000352
23900,0.000596,0.000947,0.003073,0.006967,0.001133,0.000998,0.001002,0.002155,0.002429,0.000613,0.000371,0.000345
24000,0.000595,0.000932,0.003083,0.005923,0.001134,0.000998,0.000999,0.002111,0.002332,0.000751,0.000341,0.000378
24100,0.000552,0.000917,0.003071,0.006966,0.001135,0.001000,0.001000,0.002103,0.002342,0.000707,0.000358,0.000354
24200,0.000624,0.001079,0.003080,0.006423,0.001141,0.000999,0.001001,0.002141,0.002613,0.000590,0.000340,0.000376
24300,0.000573,0.000998,0.003077,0.006307,0.001136,0.000997,0.000997,0.002135,0.002280,0.000651,0.000353,0.000372
24400,0.000615,0.000934,0.003075,0.005807,0.001132,0.000997,0.000999,0.002115,0.002672,0.000644,0.000338,0.000355
24500,0.000646,0.001009,0.003077,0.005356,0.001152,0.001000,0.001000,0.002122,0.002525,0.000640,0.000357,0.000365
24600,0.000581,0.000963,0.003090,0.006297,0.001137,0.000997,0.000998,0.002162,0.002442,0.000680,0.000327,0.000371
24700,0.000610,0.000983,0.003075,0.006613,0.001129,0.000997,0.001006,0.002153,0.002212,0.000688,0.000359,0.000361
24800,0.000597,0.000977,0.003076,0.006374,0.001127,0.000995,0.000997,0.002129,0.002543,0.000619,0.000366,0.000363
24900,0.000633,0.000941,0.003084,0.006759,0.001122,0.000997,0.000997,0.002109,0.002249,0.000608,0.000357,0.000353
25000,0.000618,0.000930,0.003077,0.006300,0.001148,0.000997,0.000995,0.002090,0.002691,0.000606,0.000373,0.000359
25100,0.000572,0.001005,0.003086,0.006035,0.001153,0.001004,0.001000,0.002128,0.002372,0.000735,0.000349,0.000365
25200,0.000593,0.000965,0.003076,0.006773,0.001141,0.000998,0.000998,0.002191,0.002234,0.000664,0.000347,0.000347
25300,0.000572,0.001008,0.003080,0.006297,0.001131,0.000999,0.000997,0.002116,0.002645,0.000659,0.000357,0.000336
25400,0.000615,0.001021,0.003075,0.007625,0.001140,0.000998,0.000997,0.002100,0.002132,0.000594,0.000376,0.000333
25500,0.000610,0.000933,0.003077,0.006551,0.001145,0.001000,0.001001,0.002140,0.002415,0.000669,0.000335,0.000333
25600,0.000576,0.000945,0.003075,0.005798,0.001140,0.000999,0.000998,0.002125,0.002319,0.000611,0.000338,0.000367
25700,0.000528,0.000966,0.003079,0.007447,0.001143,0.001000,0.000997,0.002135,0.002148,0.000715,0.000348,0.000375
25800,0.000590,0.000964,0.003069,0.006194,0.001132,0.000998,0.001002,0.002157,0.002343,0.000642,0.000351,0.000375
25900,0.000576,0.000977,0.003076,0.005892,0.001139,0.000996,0.000997,0.002137,0.002869,0.000675,0.000346,0.000375
26000,0.000572,0.000976,0.003081,0.006775,0.001134,0.000996,0.000997,0.002115,0.002600,0.000689,0.000334,0.000360
26100,0.000593,0.000971,0.003079,0.005833,0.001116,0.000998,0.000998,0.002140,0.002210,0.000694,0.000336,0.000364
26200,0.000587,0.000970,0.003085,0.006206,0.001141,inf,0.000997,0.002137,0.002710,0.000644,0.000327,0.000354
26300,0.000623,0.000977,0.003079,0.006959,0.001139,0.000997,0.000994,0.002169,0.002656,0.000722,0.000340,0.000364
26400,0.000567,0.001032,0.003074,0.007134,0.001130,0.001001,0.001004,0.002132,0.002267,0.000736,0.000337,0.000354
26500,0.000569,0.000968,0.003078,0.008056,0.001141,0.001001,0.000998,0.002151,0.002352,0.000655,0.000338,0.000358
26600,0.000592,0.001074,0.003075,0.007218,0.001142,0.000995,0.000996,0.002133,0.002518,0.000704,0.000355,0.000376
26700,0.000573,0.000959,0.003085,0.007114,0.001132,0.001000,0.000995,0.002126,0.002660,0.000629,0.000356,0.000365
26800,0.000619,0.000969,0.003079,0.006910,0.001136,0.000999,0.000998,0.002128,0.002443,0.000706,0.000359,0.000368
26900,0.000590,0.000965,0.003080,0.007992,0.001135,0.000996,0.000994,0.002142,0.002570,0.000747,0.000354,0.000386
27000,0.000606,0.000961,0.003081,0.007129,0.001137,0.001002,0.001000,0.002176,0.002334,0.000600,0.000353,0.000347
27100,0.000629,0.001000,0.003077,0.006583,0.001137,0.000998,0.001001,0.002128,0.002675,0.000629,0.000346,0.000360
27200,0.000595,0.000971,0.003071,0.006731,0.001135,0.000996,0.000997,0.002138,0.002386,0.000657,0.000343,0.000346
27300,0.000594,0.001019,0.003086,0.006417,0.001142,0.001000,0.000997,0.002132,0.002616,0.000612,0.000346,0.000386
27400,0.000602,0.000951,0.003078,0.007303,0.001135,0.000998,0.001002,0.002132,0.002586,0.000651,0.000346,0.000333
27500,0.000585,0.000952,0.003085,0.006291,0.001150,0.001004,0.000998,0.002096,0.002448,0.000667,0.000333,0.000362
27600,0.000606,0.001031,0.003075,0.006347,0.001134,0.000999,0.000999,0.002138,0.002615,0.000626,0.000349,0.000371
27700,0.000625,0.000942,0.003081,0.007282,0.001130,0.000997,0.001000,0.002125,0.002456,0.000647,0.000341,0.000365
27800,0.000554,0.000993,0.003075,0.007220,0.001146,0.000998,0.000999,0.002190,0.002422,0.000601,0.000362,0.000358
27900,0.000586,0.001021,0.003078,0.006989,0.001144,0.000999,0.000997,0.002143,0.002607,0.000636,0.000331,0.000343
28000,0.000628,0.000948,0.003076,0.006535,0.001134,0.000997,0.000997,0.002117,0.002389,0.000708,0.000339,0.000366
28100,0.000584,0.001033,0.003078,0.006578,0.001128,0.000997,0.000998,0.002133,0.002727,0.000653,0.000362,0.000364
28200,0.000592,0.000981,0.003080,0.006567,0.001136,0.000997,0.000997,0.002122,0.002573,0.000644,0.000371,0.000345
28300,0.000606,0.001112,0.003076,0.005869,0.001120,0.000999,0.000997,0.002110,0.002241,0.000603,0.000337,0.000391
28400,0.000600,0.000992,0.003084,0.006578,0.001136,0.001001,0.001001,0.002143,0.002497,0.000623,0.000364,0.000343
28500,0.000585,0.000958,0.003077,0.006493,0.001132,0.000999,0.000999,0.002126,0.002482,0.000700,0.000362,0.000348
28600,0.000576,0.000933,0.003085,0.007302,0.001149,0.000998,0.000992,0.002119,0.002196,0.000636,0.000346,0.000365
28700,0.000607,0.000954,0.003076,0.007326,0.001139,0.000999,0.001000,0.002126,0.002553,0.000517,0.000333,0.000361
28800,0.000579,0.000958,0.003073,0.006792,0.001138,0.000999,0.000997,0.002162,0.002245,0.000709,0.000346,0.000360
28900,0.000606,0.001030,0.003079,0.007123,0.001131,0.000998,0.001000,0.002120,0.002413,0.000735,0.000350,0.000353
29000,0.000583,0.000989,0.003075,0.006105,0.001146,0.001000,0.001001,0.002121,0.002210,0.000654,0.000342,0.000347
29100,0.000606,0.000942,0.003079,0.006375,0.001141,0.001000,0.000999,0.002109,0.002665,0.000582,0.000352,0.000376
29200,0.000579,0.000990,0.003079,0.006154,0.001133,0.000997,0.000998,0.002131,0.002822,0.000646,0.000359,0.000368
29300,0.000587,0.000969,0.003075,0.005662,0.001147,0.000998,0.000999,0.002144,0.002370,0.000590,0.000374,0.000356
29400,0.000545,0.000913,0.003079,0.008025,0.001138,0.000997,0.000997,0.002153,0.002537,0.000689,0.000373,0.000360
29500,0.000591,0.000942,0.003086,0.007108,0.001140,0.000999,0.001001,0.002155,0.002510,0.000570,0.000363,0.000359
29600,0.000601,0.001020,0.003075,0.006790,0.001141,0.000998,0.000999,0.002161,0.002720,0.000730,0.000336,0.000358
29700,0.000585,0.000999,0.003079,0.006575,0.001144,0.001002,0.001002,0.002129,0.002546,0.000585,0.000344,0.000366
29800,0.000601,0.001017,0.003076,0.006937,0.001137,0.000998,0.000998,0.002125,0.002345,0.000653,0.000310,0.000340
29900,0.000567,0.000934,0.003079,0.006447,0.001139,0.000999,0.000995,0.002138,0.002210,0.000690,0.000361,0.000367
30000,0.000598,0.000953,0.003081,0.006991,0.001143,0.000998,0.001001,0.002142,0.002853,0.000584,0.000340,0.000355
30100,0.000601,0.000983,0.003077,0.006544,0.001124,0.000997,0.000997,0.002140,0.002487,0.000656,0.000360,0.000363
30200,0.000616,0.000972,0.003080,0.007188,0.001137,0.000997,0.000998,0.002137,0.002513,0.000697,0.000335,0.000357
30300,0.000572,0.000901,0.003078,0.006740,0.001138,0.001000,0.000994,0.002152,0.002276,0.000659,0.000347,0.000355
30400,0.000596,0.000950,0.003071,0.006584,0.001133,0.000995,0.001001,0.002133,0.002554,0.000643,0.000343,0.000344
30500,0.000614,0.000971,0.003077,0.007026,0.001136,0.000996,0.000997,0.002133,0.002641,0.000656,0.000338,0.000358
30600,0.000587,0.000933,0.003076,0.007547,0.001140,0.000996,inf,0.002156,0.002731,0.000631,0.000349,0.000348
30700,0.000587,0.000992,0.003077,0.006747,0.001132,0.000999,0.000998,0.002126,0.002679,0.000631,0.000344,0.000362
30800,0.000592,0.000951,0.003077,0.007966,0.001139,0.000994,0.000996,0.002118,0.002537,0.000616,0.000362,0.000383
30900,0.000615,0.000903,0.003082,0.007424,0.001143,0.001000,0.001001,0.002134,0.002468,0.000759,0.000334,0.000360
31000,0.000607,0.001006,0.003073,0.006963,0.001123,0.000999,0.000999,0.002142,inf,0.000675,0.000332,0.000359
31100,0.000610,0.000988,0.003074,0.007003,0.001127,0.000997,0.000999,0.002113,0.002616,0.000664,0.000359,0.000352
31200,0.000583,0.001008,0.003079,0.006353,0.001133,0.000999,0.000997,0.002161,0.002501,0.000718,0.000342,0.000356
31300,0.000591,0.000939,0.003081,0.007413,0.001132,0.001000,0.000998,0.002137,0.002224,0.000660,0.000365,0.000368
31400,0.000631,0.000979,0.003077,0.006380,0.001131,0.001002,0.001001,0.002138,0.003607,0.000632,0.000352,0.000355
31500,0.000628,0.000976,0.003076,0.007278,0.001142,0.000997,0.000995,0.002123,0.002456,0.000648,0.000357,0.000379
31600,0.000572,0.000952,0.003085,0.006230,0.001145,0.001001,0.000999,0.002139,0.002601,0.000646,0.000359,0.000371
31700,0.000642,0.001102,0.003079,0.007045,0.001144,0.000999,0.000998,0.002114,0.002567,0.000605,0.000338,0.000348
31800,0.000590,0.000957,0.003078,0.007322,0.001137,0.000997,0.000997,0.002191,0.002503,0.000734,0.000346,0.000356
31900,0.000592,0.000954,0.003079,0.006424,0.001157,0.000997,0.000998,0.002108,0.002229,0.000738,0.000314,0.000350
32000,0.000584,0.000898,0.003075,0.007191,0.001137,0.000999,0.001002,0.002152,0.002197,0.000663,0.000331,0.000347
32100,0.000564,0.001019,0.003077,0.007313,0.001149,0.000998,0.000997,0.002113,0.002437,0.000605,0.000352,0.000362
32200,0.000572,0.000964,0.003079,0.005990,0.001142,0.000990,0.000997,0.002130,0.002543,0.000602,0.000368,0.000356
32300,0.000581,0.000942,0.003071,0.006962,0.001136,0.001001,0.001002,0.002140,0.002804,0.000692,0.000344,0.000346
32400,0.000595,0.000940,0.003078,0.007022,0.001132,0.000998,0.001000,0.002157,0.002268,0.000705,0.000345,0.000363
32500,0.000626,0.000873,0.003077,0.005997,0.001141,0.000998,0.000996,0.002136,0.002835,0.000675,0.000343,0.000367
32600,0.000593,0.000958,0.003080,0.006772,0.001144,0.000995,0.000997,0.002155,0.002595,0.000666,0.000347,0.000364
32700,0.000597,0.000933,0.003078,0.007046,0.001144,0.000998,0.000997,0.002124,0.002517,0.000719,0.000342,0.000362
32800,0.000656,0.000925,0.003078,0.006916,0.001137,0.000998,0.001000,0.002128,0.002238,0.000581,0.000336,0.000358
32900,0.000592,0.001036,0.003075,0.007696,0.001144,0.001002,0.001003,0.002107,0.002224,0.000662,0.000349,0.000348
33000,0.000605,0.001050,0.003075,0.008046,0.001135,0.001000,0.000999,0.002135,0.002176,0.000628,0.000348,0.000365
33100,0.000623,0.000964,0.003078,0.006466,0.001152,0.000996,0.000995,0.002128,0.003033,0.000625,0.000361,0.000365
33200,0.000588,0.000962,0.003070,0.006992,0.001131,0.001000,0.000998,0.002141,0.002412,0.000600,0.000349,0.000339
33300,0.000608,0.000924,0.003083,0.007374,0.001143,0.000997,0.001001,0.002127,0.002374,0.000581,0.000358,0.000360
33400,0.000569,0.000908,0.003079,0.006941,0.001141,0.000999,0.001000,0.002097,0.002435,0.000574,0.000362,0.000353
33500,0.000577,0.001006,0.003080,0.005702,0.001148,0.000999,0.000996,0.002130,0.002561,0.000637,0.000337,0.000354
33600,0.000595,0.000968,0.003081,0.006513,0.001133,0.001000,0.000999,0.002119,0.002279,0.000695,0.000348,0.000358
33700,0.000599,0.000947,0.003074,0.007383,0.001142,0.000996,0.000998,0.002123,0.002430,0.000598,0.000341,0.000352
33800,0.000587,0.000922,0.003079,0.006195,0.001137,0.000999,0.000997,0.002101,0.002242,0.000638,0.000356,0.000350
33900,0.000580,0.001022,0.003075,0.006196,0.001146,0.000997,inf,0.002131,0.002721,0.000665,0.000345,0.000358
34000,0.000594,0.000985,0.003079,0.006787,0.001143,0.000998,0.000999,0.002105,0.002391,0.000637,0.000327,0.000334
34100,0.000585,0.000934,0.003076,0.006789,0.001145,0.000996,0.000996,0.002159,0.002416,0.000579,0.000336,0.000366
34200,0.000584,0.001004,0.003079,0.006612,0.001134,0.000995,0.000998,0.002059,0.002731,0.000658,0.000345,0.000351
34300,0.000578,0.000939,0.003074,0.006996,0.001129,0.001000,0.001000,0.002154,0.002323,0.000649,0.000365,0.000374
34400,0.000580,0.000928,0.003087,0.007239,0.001142,0.000998,0.001000,0.002119,0.002216,0.000620,0.000341,0.000358
34500,0.000604,0.000996,0.003075,0.006784,0.001130,0.000997,0.000998,0.002128,0.002680,0.000692,0.000356,0.000343
34600,0.000586,0.000976,0.003072,0.006765,0.001138,0.000998,0.000999,0.002137,0.002293,0.000673,0.000337,0.000367
34700,0.000580,0.001058,0.003080,0.007191,0.001130,0.000995,0.000996,0.002117,0.002501,0.000671,0.000370,0.000357
34800,0.000591,0.001070,0.003077,0.007733,0.001136,0.000994,0.000995,0.002105,0.002279,0.000744,0.000351,0.000358
34900,0.000581,0.000982,0.003085,0.006286,0.001141,0.001000,0.001002,0.002130,0.002333,0.000661,0.000355,0.000353
35000,0.000594,0.000994,0.003079,0.006088,0.001141,0.000997,0.000999,0.002070,0.002166,0.000698,0.000380,0.000348
35100,0.000578,0.000984,0.003079,0.006609,0.001147,0.001000,0.000998,0.002137,0.002776,0.000660,0.000360,0.000343
35200,0.000588,0.000971,0.003076,0.006765,0.001146,0.000996,0.000999,0.002111,0.003190,0.000552,0.000357,0.000380
35300,0.000593,0.000938,0.003074,0.006538,0.001128,0.000998,0.000999,0.002138,0.002599,0.000617,0.000377,0.000352
35400,0.000611,0.000951,0.003078,0.006154,0.001132,0.000999,0.000996,0.002163,0.002604,0.000673,0.000361,0.000360
35500,0.000601,0.000948,0.003081,0.006958,0.001131,0.000999,0.000999,0.002142,0.002727,0.000733,0.000379,0.000366
35600,0.000581,0.000970,0.003076,0.006763,0.001129,0.001003,0.000999,0.002128,0.002483,0.000655,0.000365,0.000357
35700,0.000575,0.000981,0.003077,0.006450,0.001136,0.000997,0.000996,0.002109,0.002432,0.000657,0.000352,0.000370
35800,0.000578,0.001005,0.003083,0.006783,0.001146,0.000999,0.000997,0.002170,0.002401,0.000672,0.000334,0.000355
35900,0.000579,0.000930,0.003076,0.006397,0.001139,0.000998,0.001001,0.002148,0.002875,0.000690,0.000331,0.000365
36000,0.000585,0.000992,0.003082,0.006995,0.001136,0.000999,0.000995,0.002140,0.002334,0.000674,0.000359,0.000351
36100,0.000616,0.000942,0.003072,0.006582,0.001135,0.000998,0.000995,0.002139,0.002522,0.000673,0.000327,0.000356
36200,0.000565,0.000989,0.003078,0.006320,0.001124,0.001001,0.001000,0.002162,0.002467,0.000658,0.000347,0.000374
36300,0.000599,0.000932,0.003077,0.006348,0.001148,0.000999,0.000999,0.002122,0.002654,0.000539,0.000341,0.000366
36400,0.000576,0.000956,0.003077,0.005656,0.001137,0.000998,0.000995,0.002138,0.002424,0.000647,0.000355,0.000351
36500,0.000615,0.001003,0.003084,0.006614,0.001139,0.000995,0.000996,0.002135,0.002939,0.000629,0.000325,0.000357
36600,0.000564,0.001015,0.003078,0.006249,0.001135,0.001001,0.001001,0.002133,0.002446,0.000537,0.000372,0.000356
36700,0.000570,0.000911,0.003078,0.007049,0.001133,0.000993,0.000996,inf,0.002744,0.000673,0.000339,0.000343
36800,0.000562,0.000929,0.003086,0.006302,0.001139,0.001000,0.001002,0.002150,0.002638,0.000640,0.000344,0.000363
36900,0.000591,0.000982,0.003075,0.007159,0.001142,0.000998,0.001000,0.002144,0.002373,0.000646,0.000337,0.000333
37000,0.000594,0.000983,0.003078,0.006912,0.001146,0.000998,0.000997,0.002116,0.002258,0.000694,0.000346,0.000359
37100,0.000587,0.001004,0.003077,0.007296,0.001135,0.001000,0.000999,0.002110,0.002621,0.000686,0.000336,0.000360
37200,0.000586,0.001001,0.003079,0.006430,0.001142,0.000997,0.000998,0.002109,0.002524,0.000628,0.000349,0.000351
37300,0.000614,0.000980,0.003076,0.007417,0.001143,0.001013,0.001003,0.002119,0.002573,0.000689,0.000316,0.000370
37400,0.000583,0.001035,0.003082,0.006807,0.001135,0.000998,0.000997,0.002101,0.002817,0.000620,0.000343,0.000338
37500,0.000561,0.000974,0.003079,0.007353,0.001123,0.001000,0.001000,0.002167,0.002659,0.000676,0.000377,0.000353
37600,0.000604,0.000968,0.003075,0.006235,0.001146,0.000999,0.000999,0.002148,0.002600,0.000704,0.000352,0.000357
37700,0.000603,0.000912,0.003078,0.007025,0.001135,0.000998,0.000998,0.002143,0.002862,0.000708,0.000356,0.000360
37800,0.000593,0.000979,0.003079,0.007157,0.001155,0.000995,0.000998,0.002128,0.002423,0.000657,0.000350,0.000348
37900,0.000611,0.000871,0.003072,0.007463,0.001149,0.000998,0.000999,0.002166,0.002648,0.000682,0.000338,0.000353
38000,0.000633,0.000967,0.003078,0.006468,0.001140,0.000995,0.000997,0.002129,0.002700,0.000535,0.000352,0.000370
38100,0.000592,0.000963,0.003073,0.007148,0.001140,0.000999,0.000999,0.002127,0.002230,0.000581,0.000335,0.000342
38200,0.000604,0.000923,0.003084,0.006609,0.001148,0.001000,0.001001,0.002144,0.002413,0.000643,0.000350,0.000347
38300,0.000584,0.000983,0.003076,0.007556,0.001128,0.000998,0.000997,0.002160,0.002215,0.000586,0.000358,0.000357
38400,0.000626,0.000963,0.003081,0.006375,0.001128,0.000998,0.001005,0.002140,0.002155,0.000619,0.000323,0.000356
38500,0.000609,0.001008,0.003076,0.006970,0.001146,0.000996,0.000999,inf,0.002164,0.000604,0.000359,0.000369
